Id,Id2,Geography,Percent; Estimate; Population 25 years and over,Percent Males; Estimate; Population 25 years and over,Percent Females; Estimate; Population 25 years and over,Percent; Estimate; Population 25 years and over - Less than 9th grade,Percent Males; Estimate; Population 25 years and over - Less than 9th grade,Percent Females; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma","Percent Males; Estimate; Population 25 years and over - 9th to 12th grade, no diploma","Percent Females; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),Percent Males; Estimate; Population 25 years and over - High school graduate (includes equivalency),Percent Females; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree","Percent Males; Estimate; Population 25 years and over - Some college, no degree","Percent Females; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent Males; Estimate; Population 25 years and over - Associate's degree,Percent Females; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent Males; Estimate; Population 25 years and over - Bachelor's degree,Percent Females; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent Males; Estimate; Population 25 years and over - Graduate or professional degree,Percent Females; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent Males; Estimate; Percent high school graduate or higher,Percent Females; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent Males; Estimate; Percent bachelor's degree or higher,Percent Females; Estimate; Percent bachelor's degree or higher
8600000US53928,53928,ZCTA5 53928,(X),(X),(X),2.5,2.6,2.4,8.6,12.8,4.8,56.8,61.5,52.4,9.9,12.8,7.1,16.0,10.3,21.4,6.2,0.0,11.9,0.0,0.0,0.0,88.9,84.6,92.9,6.2,0.0,11.9
8600000US53929,53929,ZCTA5 53929,(X),(X),(X),3.1,4.0,2.1,13.0,15.2,10.8,39.1,40.9,37.3,21.6,19.4,23.8,8.8,8.5,9.0,10.4,8.7,12.1,4.1,3.3,5.0,83.9,80.8,87.1,14.5,12.0,17.1
8600000US53930,53930,ZCTA5 53930,(X),(X),(X),5.3,7.4,3.3,8.3,9.6,7.1,43.2,45.9,40.5,18.6,17.7,19.5,11.9,7.8,15.9,9.7,9.8,9.5,3.0,1.8,4.2,86.3,83.0,89.6,12.7,11.6,13.7
8600000US53931,53931,ZCTA5 53931,(X),(X),(X),4.8,4.2,5.8,3.6,2.1,5.8,43.0,50.0,33.3,22.4,16.7,30.4,9.7,10.4,8.7,13.3,11.5,15.9,3.0,5.2,0.0,91.5,93.8,88.4,16.4,16.7,15.9
8600000US53932,53932,ZCTA5 53932,(X),(X),(X),1.6,1.9,1.3,6.5,8.3,4.7,33.2,37.9,28.2,20.0,22.4,17.5,15.0,9.7,20.6,16.5,13.3,19.8,7.1,6.4,7.9,91.9,89.8,94.0,23.6,19.8,27.6
8600000US53933,53933,ZCTA5 53933,(X),(X),(X),1.7,2.0,1.3,11.3,12.9,7.8,39.0,38.5,40.2,26.3,29.0,20.3,8.2,6.8,11.4,10.7,9.0,14.6,2.6,1.8,4.4,86.9,85.1,90.9,13.4,10.9,19.0
8600000US53934,53934,ZCTA5 53934,(X),(X),(X),3.8,5.2,2.4,12.3,13.5,11.0,41.9,40.1,43.9,21.8,23.6,19.7,8.0,8.1,8.0,8.1,6.4,9.9,4.1,3.1,5.2,83.8,81.3,86.6,12.2,9.6,15.1
8600000US53935,53935,ZCTA5 53935,(X),(X),(X),6.5,6.3,6.7,8.5,8.4,8.7,33.7,36.8,30.8,23.1,23.2,23.1,13.1,10.5,15.4,13.1,10.5,15.4,2.0,4.2,0.0,84.9,85.3,84.6,15.1,14.7,15.4
8600000US53936,53936,ZCTA5 53936,(X),(X),(X),2.9,3.0,2.6,10.9,9.7,14.4,47.1,49.2,41.1,24.5,26.7,18.5,8.4,7.8,10.1,4.0,1.6,10.7,2.2,2.0,2.6,86.2,87.3,83.0,6.2,3.6,13.3
8600000US53937,53937,ZCTA5 53937,(X),(X),(X),10.3,8.9,11.7,4.8,6.1,3.4,44.3,52.8,35.9,16.7,12.3,21.2,8.7,6.7,10.7,12.0,9.8,14.1,3.2,3.4,3.1,85.0,85.0,85.0,15.2,13.2,17.2
8600000US53939,53939,ZCTA5 53939,(X),(X),(X),4.6,6.6,2.4,5.7,7.7,3.6,49.4,52.7,45.8,13.8,14.3,13.3,13.2,4.4,22.9,12.1,13.2,10.8,1.1,1.1,1.2,89.7,85.7,94.0,13.2,14.3,12.0
8600000US53941,53941,ZCTA5 53941,(X),(X),(X),5.4,5.7,5.0,7.0,9.3,4.6,35.9,38.8,32.8,23.5,24.0,23.0,8.9,5.1,13.1,13.8,12.6,15.0,5.5,4.6,6.4,87.6,85.0,90.4,19.2,17.2,21.4
8600000US53943,53943,ZCTA5 53943,(X),(X),(X),7.7,8.8,6.6,6.0,6.7,5.2,42.3,43.7,40.8,19.4,20.0,18.7,12.3,9.3,15.4,8.1,6.1,10.2,4.2,5.3,3.0,86.3,84.5,88.2,12.3,11.5,13.2
8600000US53944,53944,ZCTA5 53944,(X),(X),(X),2.7,3.5,1.8,10.3,14.5,5.5,41.5,45.4,36.9,22.5,17.7,28.0,10.6,9.2,12.4,9.7,6.9,12.9,2.6,2.8,2.4,87.0,82.1,92.6,12.4,9.8,15.3
8600000US53946,53946,ZCTA5 53946,(X),(X),(X),5.4,5.1,5.8,6.4,8.0,4.8,45.0,48.3,41.8,17.0,15.1,18.9,9.8,7.7,11.9,12.0,12.1,11.9,4.3,3.7,4.9,88.2,86.9,89.4,16.3,15.8,16.8
8600000US53947,53947,ZCTA5 53947,(X),(X),(X),5.9,12.0,0.0,6.9,8.0,5.9,49.5,56.0,43.1,26.7,12.0,41.2,6.9,8.0,5.9,3.0,2.0,3.9,1.0,2.0,0.0,87.1,80.0,94.1,4.0,4.0,3.9
8600000US53948,53948,ZCTA5 53948,(X),(X),(X),4.3,4.5,4.0,10.7,11.8,9.6,41.8,42.3,41.2,20.2,20.5,20.0,9.0,8.6,9.4,10.4,9.0,11.8,3.6,3.4,3.9,85.0,83.7,86.3,14.0,12.4,15.8
8600000US53949,53949,ZCTA5 53949,(X),(X),(X),2.8,3.8,1.7,9.0,9.4,8.6,43.4,46.5,40.1,23.6,23.8,23.4,9.1,6.8,11.5,9.2,8.2,10.4,2.9,1.6,4.4,88.2,86.8,89.7,12.2,9.8,14.7
8600000US53950,53950,ZCTA5 53950,(X),(X),(X),3.0,3.6,2.0,10.5,12.3,7.7,38.8,40.8,35.3,25.2,25.9,24.1,10.1,8.5,12.8,8.6,6.0,12.9,3.8,3.0,5.1,86.5,84.2,90.3,12.4,9.0,18.0
8600000US53951,53951,ZCTA5 53951,(X),(X),(X),3.3,2.5,4.3,10.9,13.7,7.7,39.5,46.0,32.4,21.0,18.2,24.1,10.4,8.6,12.4,10.4,7.5,13.6,4.5,3.6,5.5,85.8,83.8,88.0,14.9,11.0,19.1
8600000US53952,53952,ZCTA5 53952,(X),(X),(X),2.4,2.6,2.2,8.8,9.7,8.0,45.1,46.4,43.8,23.2,20.9,25.4,9.0,11.2,6.9,7.2,4.5,9.8,4.2,4.6,3.9,88.8,87.7,89.8,11.4,9.1,13.7
8600000US53953,53953,ZCTA5 53953,(X),(X),(X),0.0,0.0,0.0,17.2,19.0,15.5,39.6,42.9,36.6,31.3,34.9,28.2,9.7,3.2,15.5,2.2,0.0,4.2,0.0,0.0,0.0,82.8,81.0,84.5,2.2,0.0,4.2
8600000US53954,53954,ZCTA5 53954,(X),(X),(X),3.1,3.0,3.2,4.0,4.9,3.1,38.8,42.4,35.1,23.7,21.6,25.8,10.6,9.9,11.4,14.5,14.1,14.9,5.3,4.0,6.5,92.9,92.1,93.7,19.8,18.1,21.4
8600000US53955,53955,ZCTA5 53955,(X),(X),(X),0.7,0.6,0.8,3.7,3.2,4.2,31.3,33.3,29.2,26.1,26.4,25.8,14.9,14.4,15.5,16.1,15.7,16.5,7.3,6.4,8.2,95.6,96.2,95.0,23.3,22.1,24.6
8600000US53956,53956,ZCTA5 53956,(X),(X),(X),3.5,3.2,3.8,6.1,4.7,7.4,45.4,51.5,39.8,21.9,19.8,23.8,9.2,7.7,10.5,10.4,10.0,10.9,3.5,3.1,3.9,90.4,92.1,88.9,13.9,13.1,14.7
8600000US53959,53959,ZCTA5 53959,(X),(X),(X),3.5,3.6,3.3,5.3,7.3,3.4,38.4,39.7,37.1,22.4,21.7,23.2,10.5,8.7,12.3,13.1,12.0,14.2,6.8,7.0,6.6,91.2,89.1,93.3,19.9,19.0,20.7
8600000US53960,53960,ZCTA5 53960,(X),(X),(X),1.7,1.3,2.2,6.9,9.5,4.4,39.9,42.8,37.0,21.0,18.6,23.4,12.6,15.3,9.9,13.5,9.7,17.4,4.3,2.8,5.8,91.3,89.2,93.4,17.9,12.6,23.2
8600000US53961,53961,ZCTA5 53961,(X),(X),(X),2.3,2.4,2.2,6.7,5.9,7.6,44.8,52.4,36.7,17.9,17.2,18.5,9.7,7.6,12.0,11.9,9.0,14.9,6.7,5.5,8.0,91.0,91.7,90.2,18.6,14.5,22.9
8600000US53963,53963,ZCTA5 53963,(X),(X),(X),3.8,4.1,3.2,9.5,10.8,7.8,39.4,38.9,40.1,23.1,25.4,20.1,9.6,8.6,10.9,10.5,8.3,13.6,4.1,3.9,4.3,86.7,85.0,89.0,14.6,12.2,17.9
8600000US53964,53964,ZCTA5 53964,(X),(X),(X),4.0,2.8,5.1,8.2,10.1,6.5,40.1,41.5,38.9,21.8,21.6,22.0,10.1,10.6,9.6,9.9,8.0,11.6,5.9,5.5,6.2,87.8,87.2,88.5,15.8,13.5,17.9
8600000US53965,53965,ZCTA5 53965,(X),(X),(X),2.7,2.9,2.5,7.2,9.7,4.7,37.0,34.6,39.5,23.0,26.1,19.9,10.9,10.5,11.4,12.3,10.8,13.8,6.9,5.4,8.3,90.1,87.4,92.8,19.1,16.2,22.1
8600000US53968,53968,ZCTA5 53968,(X),(X),(X),5.7,7.5,3.9,7.2,8.2,6.1,45.3,49.1,41.5,21.2,18.5,23.9,8.6,6.7,10.5,7.6,5.9,9.4,4.4,4.1,4.7,87.1,84.2,90.0,12.0,9.9,14.1
8600000US53969,53969,ZCTA5 53969,(X),(X),(X),4.1,1.4,6.3,11.8,12.3,11.4,41.6,39.1,43.7,20.9,22.5,19.6,9.8,12.3,7.6,7.1,5.8,8.2,4.7,6.5,3.2,84.1,86.2,82.3,11.8,12.3,11.4
8600000US54001,54001,ZCTA5 54001,(X),(X),(X),2.5,3.3,1.6,5.4,5.0,5.8,37.8,36.7,39.0,24.2,24.7,23.7,9.7,8.8,10.5,14.1,14.5,13.8,6.3,7.0,5.6,92.1,91.6,92.6,20.4,21.5,19.4
8600000US54002,54002,ZCTA5 54002,(X),(X),(X),2.3,2.4,2.2,3.8,6.6,1.4,32.0,33.4,30.7,25.8,26.1,25.6,17.7,15.7,19.4,13.3,10.3,15.9,5.1,5.5,4.8,93.9,91.0,96.4,18.4,15.8,20.7
8600000US54003,54003,ZCTA5 54003,(X),(X),(X),1.5,2.9,0.0,2.6,3.2,1.9,31.6,31.0,32.3,26.7,23.8,30.0,14.2,17.1,11.0,17.6,17.7,17.4,5.8,4.3,7.4,95.9,93.9,98.1,23.4,22.0,24.8
8600000US54004,54004,ZCTA5 54004,(X),(X),(X),1.0,1.0,1.1,6.0,9.2,2.5,48.0,51.6,44.1,19.1,16.6,21.7,11.8,7.1,16.8,10.6,11.3,9.7,3.6,3.1,4.1,93.0,89.8,96.4,14.2,14.5,13.8
8600000US54005,54005,ZCTA5 54005,(X),(X),(X),1.3,0.8,1.8,4.4,3.9,5.1,50.8,59.0,42.2,19.8,17.6,22.0,10.7,8.2,13.4,9.2,7.2,11.2,3.8,3.4,4.2,94.3,95.4,93.1,13.0,10.6,15.5
8600000US54006,54006,ZCTA5 54006,(X),(X),(X),0.6,0.0,1.3,4.6,4.2,5.0,42.7,46.2,38.9,21.8,28.1,15.1,16.4,10.0,23.4,10.8,9.2,12.6,3.0,2.3,3.8,94.8,95.8,93.7,13.8,11.5,16.3
8600000US54007,54007,ZCTA5 54007,(X),(X),(X),1.8,1.1,2.7,6.6,8.8,4.0,40.7,44.8,35.7,19.7,18.7,20.9,15.6,19.8,10.5,12.1,5.3,20.4,3.5,1.5,5.9,91.5,90.1,93.3,15.6,6.8,26.3
8600000US54009,54009,ZCTA5 54009,(X),(X),(X),1.1,1.4,0.8,4.1,5.9,2.2,35.2,39.8,30.3,24.6,23.0,26.1,12.4,8.5,16.3,15.6,14.4,16.8,7.1,6.9,7.4,94.8,92.7,97.0,22.7,21.3,24.2
8600000US54010,54010,ZCTA5 54010,(X),(X),(X),0.0,0.0,0.0,19.6,37.5,0.0,63.0,62.5,63.6,17.4,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4,62.5,100.0,0.0,0.0,0.0
8600000US54011,54011,ZCTA5 54011,(X),(X),(X),2.5,2.0,2.9,4.6,5.9,3.3,37.6,37.3,37.9,23.7,24.6,22.9,12.3,12.7,11.9,13.8,12.1,15.6,5.5,5.4,5.6,92.9,92.1,93.8,19.3,17.5,21.2
8600000US54013,54013,ZCTA5 54013,(X),(X),(X),2.8,2.2,3.5,4.2,5.2,3.1,40.4,45.0,35.8,21.6,20.9,22.2,13.5,12.8,14.2,13.7,10.3,17.1,3.9,3.6,4.1,93.0,92.6,93.4,17.6,14.0,21.3
8600000US54014,54014,ZCTA5 54014,(X),(X),(X),2.0,2.6,1.4,5.3,5.1,5.6,41.8,47.1,35.8,20.9,21.6,20.2,10.8,8.2,13.8,14.4,9.5,19.9,4.7,5.9,3.3,92.7,92.3,93.0,19.1,15.5,23.3
8600000US54015,54015,ZCTA5 54015,(X),(X),(X),0.5,1.1,0.0,3.0,5.4,0.5,31.3,34.3,28.3,21.8,22.7,20.9,16.8,16.2,17.5,19.9,15.5,24.2,6.6,4.8,8.5,96.5,93.5,99.5,26.5,20.3,32.7
8600000US54016,54016,ZCTA5 54016,(X),(X),(X),0.7,0.4,1.0,1.7,1.5,1.8,20.8,22.0,19.6,19.0,18.0,20.0,11.6,12.3,11.0,32.2,31.3,33.1,14.0,14.6,13.4,97.7,98.1,97.2,46.2,45.9,46.5
8600000US54017,54017,ZCTA5 54017,(X),(X),(X),1.0,0.9,1.2,5.1,5.5,4.7,29.5,31.5,27.6,24.3,24.3,24.3,15.4,15.2,15.7,19.6,18.4,20.7,5.0,4.2,5.9,93.9,93.6,94.2,24.6,22.6,26.5
8600000US54020,54020,ZCTA5 54020,(X),(X),(X),1.8,2.5,1.1,3.5,3.6,3.4,34.7,37.0,32.6,21.3,19.3,23.1,13.8,12.9,14.8,17.2,16.7,17.8,7.7,8.1,7.4,94.8,93.9,95.5,25.0,24.8,25.1
8600000US54021,54021,ZCTA5 54021,(X),(X),(X),1.4,1.6,1.2,2.2,1.2,3.3,33.1,32.2,34.0,22.6,25.6,19.5,13.7,10.8,16.8,18.0,19.9,16.0,9.1,8.7,9.4,96.4,97.2,95.6,27.1,28.6,25.4
8600000US54022,54022,ZCTA5 54022,(X),(X),(X),1.0,1.2,0.8,2.6,3.5,1.8,22.9,25.2,20.7,21.3,22.9,19.9,11.9,11.3,12.4,26.1,24.3,27.9,14.2,11.7,16.5,96.4,95.3,97.4,40.3,35.9,44.4
8600000US54023,54023,ZCTA5 54023,(X),(X),(X),1.6,1.4,1.7,2.1,1.8,2.4,28.8,31.0,26.6,20.8,22.7,18.8,15.9,14.8,17.1,22.5,22.0,23.0,8.3,6.2,10.4,96.3,96.7,95.9,30.8,28.2,33.4
8600000US54024,54024,ZCTA5 54024,(X),(X),(X),1.7,1.5,1.9,5.0,5.7,4.3,36.6,38.4,34.9,21.9,21.0,22.8,11.1,10.4,11.8,14.3,14.6,14.1,9.3,8.4,10.2,93.3,92.8,93.8,23.7,23.0,24.3
8600000US54025,54025,ZCTA5 54025,(X),(X),(X),1.4,0.6,2.1,4.1,2.6,5.5,28.3,33.0,23.7,23.4,28.2,18.9,17.0,14.2,19.6,18.6,17.1,20.0,7.3,4.3,10.2,94.5,96.7,92.4,25.9,21.4,30.2
8600000US54026,54026,ZCTA5 54026,(X),(X),(X),1.3,0.9,1.8,3.7,5.1,2.3,37.3,41.1,33.2,19.4,19.4,19.4,17.7,19.1,16.2,17.1,12.8,21.7,3.5,1.7,5.5,94.9,94.0,96.0,20.6,14.4,27.2
8600000US54027,54027,ZCTA5 54027,(X),(X),(X),2.7,1.1,4.3,3.1,5.8,0.3,41.8,51.5,32.1,18.2,17.8,18.7,16.1,7.7,24.6,14.0,11.7,16.3,4.1,4.5,3.7,94.3,93.1,95.5,18.1,16.2,20.1
8600000US54028,54028,ZCTA5 54028,(X),(X),(X),2.1,1.9,2.3,5.6,7.5,3.8,39.1,38.2,40.0,21.8,20.2,23.3,11.2,12.6,9.7,15.2,14.6,15.7,5.1,4.9,5.3,92.3,90.7,93.9,20.3,19.6,21.0
8600000US54082,54082,ZCTA5 54082,(X),(X),(X),1.8,0.0,3.7,0.0,0.0,0.0,19.5,20.0,19.1,21.4,28.1,14.4,10.3,14.9,5.5,21.2,11.2,31.7,25.7,25.8,25.6,98.2,100.0,96.3,46.9,37.0,57.3
8600000US54101,54101,ZCTA5 54101,(X),(X),(X),2.1,3.1,1.1,4.3,3.6,5.1,41.4,42.2,40.5,21.7,24.6,18.7,15.0,14.0,16.1,11.6,9.7,13.5,3.9,2.7,5.1,93.6,93.3,93.8,15.5,12.5,18.6
8600000US54102,54102,ZCTA5 54102,(X),(X),(X),1.2,0.8,1.6,11.4,11.9,10.9,51.6,50.4,53.0,17.7,20.1,15.0,9.1,5.9,12.5,5.3,4.5,6.2,3.7,6.2,0.9,87.4,87.3,87.5,9.1,10.8,7.2
8600000US54103,54103,ZCTA5 54103,(X),(X),(X),3.9,3.4,4.6,2.7,2.8,2.6,40.3,39.5,41.2,26.1,30.5,20.9,12.7,15.3,9.8,4.8,4.0,5.9,9.4,4.5,15.0,93.3,93.8,92.8,14.2,8.5,20.9
8600000US54104,54104,ZCTA5 54104,(X),(X),(X),1.1,1.5,0.7,10.8,14.7,5.7,53.9,52.7,55.3,20.6,21.4,19.5,5.9,2.9,9.7,4.7,2.9,6.9,3.1,3.8,2.1,88.1,83.9,93.6,7.8,6.8,9.0
8600000US54106,54106,ZCTA5 54106,(X),(X),(X),2.0,2.5,1.5,5.6,7.5,3.6,46.9,47.2,46.7,18.3,16.8,19.9,14.4,15.0,13.9,10.5,8.7,12.3,2.2,2.4,2.1,92.4,90.0,94.9,12.7,11.1,14.4
8600000US54107,54107,ZCTA5 54107,(X),(X),(X),3.6,3.3,3.8,4.6,5.0,4.2,48.2,50.6,45.9,17.7,17.1,18.2,10.1,9.2,10.9,11.6,10.1,13.0,4.3,4.6,4.0,91.8,91.7,92.0,15.9,14.7,17.0
8600000US54110,54110,ZCTA5 54110,(X),(X),(X),1.4,1.8,1.0,4.5,4.9,4.1,41.2,45.7,36.6,19.9,19.9,20.0,13.6,12.5,14.8,15.1,12.1,18.2,4.2,3.1,5.2,94.1,93.3,94.9,19.3,15.2,23.4
8600000US54111,54111,ZCTA5 54111,(X),(X),(X),1.9,2.4,1.4,4.0,3.1,4.9,49.7,55.2,43.9,18.9,17.9,19.9,9.4,6.2,12.6,11.2,10.7,11.8,5.0,4.5,5.5,94.1,94.4,93.7,16.2,15.1,17.3
8600000US54112,54112,ZCTA5 54112,(X),(X),(X),3.8,3.7,3.8,5.4,4.8,5.9,43.8,45.2,42.3,23.8,27.0,20.4,10.8,11.1,10.5,9.1,7.2,11.1,3.4,1.0,5.9,90.9,91.4,90.3,12.4,8.2,17.0
8600000US54113,54113,ZCTA5 54113,(X),(X),(X),2.1,4.3,0.0,3.3,5.4,1.2,38.9,41.5,36.4,20.1,15.1,25.0,16.4,15.0,17.7,18.1,18.8,17.5,1.1,0.0,2.2,94.6,90.3,98.8,19.3,18.8,19.7
8600000US54114,54114,ZCTA5 54114,(X),(X),(X),3.4,3.8,3.0,7.1,6.4,8.0,41.2,43.8,38.4,25.1,23.1,27.2,8.1,7.4,8.7,9.9,10.2,9.7,5.2,5.3,5.1,89.4,89.8,89.0,15.1,15.5,14.7
8600000US54115,54115,ZCTA5 54115,(X),(X),(X),1.3,1.6,1.1,2.5,3.3,1.8,26.2,24.1,28.2,19.6,19.6,19.7,15.0,16.2,13.8,25.1,25.0,25.2,10.3,10.2,10.3,96.2,95.1,97.1,35.3,35.2,35.5
8600000US54119,54119,ZCTA5 54119,(X),(X),(X),6.1,5.4,6.8,1.1,0.5,1.8,41.5,41.9,41.1,21.5,27.0,16.0,4.5,6.3,2.7,12.9,8.1,17.8,12.2,10.8,13.7,92.7,94.1,91.3,25.2,18.9,31.5
8600000US54120,54120,ZCTA5 54120,(X),(X),(X),3.1,6.1,0.0,3.6,7.1,0.0,53.9,46.9,61.1,27.5,32.7,22.1,6.7,4.1,9.5,4.1,1.0,7.4,1.0,2.0,0.0,93.3,86.7,100.0,5.2,3.1,7.4
8600000US54121,54121,ZCTA5 54121,(X),(X),(X),2.6,2.1,3.1,4.6,5.2,3.9,36.3,36.7,35.9,27.6,27.0,28.3,7.6,6.3,9.0,15.8,18.2,13.1,5.6,4.5,6.7,92.9,92.7,93.0,21.3,22.7,19.8
8600000US54123,54123,ZCTA5 54123,(X),(X),(X),2.4,4.6,0.0,10.2,12.6,7.5,22.2,23.0,21.3,29.9,29.9,30.0,19.2,17.2,21.3,14.4,9.2,20.0,1.8,3.4,0.0,87.4,82.8,92.5,16.2,12.6,20.0
8600000US54124,54124,ZCTA5 54124,(X),(X),(X),4.5,4.0,4.9,9.3,11.2,7.3,47.4,53.6,40.5,17.2,13.3,21.4,10.1,10.1,10.1,7.9,4.5,11.7,3.7,3.2,4.2,86.2,84.8,87.8,11.6,7.8,15.8
8600000US54125,54125,ZCTA5 54125,(X),(X),(X),3.4,5.1,1.9,7.0,8.6,5.6,45.9,43.4,48.1,24.4,23.7,25.0,7.5,9.1,6.0,10.9,10.1,11.6,1.0,0.0,1.9,89.6,86.4,92.6,11.8,10.1,13.4
8600000US54126,54126,ZCTA5 54126,(X),(X),(X),4.7,5.6,3.8,7.3,6.0,8.9,41.9,41.9,41.9,18.4,22.7,13.5,13.5,10.7,16.6,10.7,10.7,10.7,3.4,2.3,4.6,87.9,88.4,87.3,14.1,13.0,15.3
8600000US54127,54127,ZCTA5 54127,(X),(X),(X),0.0,0.0,0.0,0.0,0.0,0.0,61.7,87.1,12.5,4.3,6.5,0.0,34.0,6.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
8600000US54128,54128,ZCTA5 54128,(X),(X),(X),2.5,3.0,2.0,6.2,7.9,4.5,43.7,48.6,38.9,20.0,15.0,24.9,13.9,12.5,15.4,8.6,9.8,7.5,5.0,3.2,6.8,91.3,89.0,93.5,13.7,13.0,14.4
8600000US54129,54129,ZCTA5 54129,(X),(X),(X),4.0,4.4,3.5,8.1,9.5,6.5,43.4,43.8,43.0,17.2,16.7,17.8,10.8,13.2,8.1,13.6,9.9,17.7,2.9,2.4,3.4,87.9,86.0,89.9,16.5,12.3,21.1
8600000US54130,54130,ZCTA5 54130,(X),(X),(X),1.3,1.1,1.4,4.4,5.2,3.6,39.7,41.7,37.6,19.7,20.1,19.2,12.7,12.8,12.6,17.0,13.9,20.2,5.2,5.1,5.4,94.3,93.7,95.0,22.3,19.0,25.6
8600000US54135,54135,ZCTA5 54135,(X),(X),(X),3.4,2.4,4.1,7.2,8.4,6.2,38.6,37.1,39.7,24.0,28.2,20.8,8.6,3.8,12.3,12.1,15.1,9.7,6.2,5.0,7.1,89.4,89.1,89.7,18.3,20.1,16.8
8600000US54136,54136,ZCTA5 54136,(X),(X),(X),0.9,0.4,1.3,4.4,6.8,2.2,35.6,35.2,35.9,22.3,24.6,20.2,13.1,11.1,15.0,19.4,18.4,20.4,4.3,3.4,5.1,94.7,92.8,96.5,23.7,21.8,25.4
8600000US54137,54137,ZCTA5 54137,(X),(X),(X),3.9,2.2,5.7,5.2,8.3,1.8,48.0,48.8,47.3,16.6,18.5,14.6,10.1,6.3,14.1,13.5,12.9,14.1,2.6,2.9,2.3,90.9,89.5,92.4,16.1,15.9,16.4
8600000US54138,54138,ZCTA5 54138,(X),(X),(X),4.2,3.5,4.9,7.1,10.6,3.4,44.9,45.5,44.3,16.6,15.2,18.0,6.7,5.4,8.0,13.2,13.6,12.9,7.4,6.2,8.6,88.7,85.9,91.7,20.6,19.8,21.4
8600000US54139,54139,ZCTA5 54139,(X),(X),(X),5.2,5.6,4.9,5.1,7.3,2.6,46.3,49.7,42.6,19.4,15.4,23.9,10.4,8.4,12.6,9.1,9.4,8.7,4.5,4.3,4.7,89.7,87.1,92.5,13.5,13.7,13.4
8600000US54140,54140,ZCTA5 54140,(X),(X),(X),1.1,1.3,0.9,3.9,3.6,4.1,39.9,37.3,42.2,20.3,21.4,19.3,13.3,13.9,12.8,16.7,18.2,15.4,4.9,4.4,5.3,95.1,95.1,95.0,21.6,22.6,20.7
8600000US54141,54141,ZCTA5 54141,(X),(X),(X),1.0,1.5,0.4,6.7,6.2,7.3,41.0,47.0,34.1,22.8,20.6,25.3,11.2,12.3,10.0,12.6,9.5,16.3,4.7,2.9,6.6,92.3,92.3,92.3,17.3,12.4,22.9
8600000US54143,54143,ZCTA5 54143,(X),(X),(X),1.2,1.7,0.7,5.5,5.5,5.4,44.1,45.1,43.2,25.1,26.0,24.3,9.0,8.1,9.7,9.5,7.9,11.0,5.7,5.7,5.8,93.4,92.8,93.9,15.2,13.5,16.7
8600000US54149,54149,ZCTA5 54149,(X),(X),(X),4.0,4.5,3.4,10.9,14.7,6.7,45.4,41.8,49.2,16.2,16.7,15.6,10.0,12.0,7.8,10.2,7.0,13.6,3.5,3.2,3.8,85.1,80.8,89.9,13.6,10.2,17.4
8600000US54150,54150,ZCTA5 54150,(X),(X),(X),2.8,4.0,1.4,7.8,7.3,8.2,55.7,67.9,41.9,15.9,5.2,27.8,8.4,11.3,5.2,7.6,2.1,13.7,1.9,2.1,1.7,89.5,88.7,90.4,9.5,4.3,15.5
8600000US54151,54151,ZCTA5 54151,(X),(X),(X),1.2,0.6,1.9,4.5,4.3,4.7,41.8,45.5,38.1,25.4,25.0,25.7,13.1,9.6,16.7,11.0,11.6,10.4,3.0,3.4,2.6,94.3,95.1,93.4,14.0,15.0,13.0
8600000US54153,54153,ZCTA5 54153,(X),(X),(X),3.2,3.9,2.5,7.2,9.7,4.7,44.3,45.8,42.8,19.4,17.9,20.9,9.7,9.0,10.4,10.9,7.1,14.7,5.3,6.6,4.0,89.6,86.4,92.8,16.2,13.8,18.7
8600000US54154,54154,ZCTA5 54154,(X),(X),(X),3.9,4.0,3.7,5.2,4.6,5.9,43.1,47.6,38.9,19.8,18.3,21.2,11.2,8.0,14.3,10.1,11.0,9.2,6.7,6.5,6.8,90.9,91.4,90.4,16.7,17.5,16.0
8600000US54155,54155,ZCTA5 54155,(X),(X),(X),2.5,1.9,3.1,6.8,8.9,4.8,27.4,24.4,30.1,15.1,15.5,14.7,9.0,10.2,7.9,27.1,25.3,28.7,12.1,13.8,10.6,90.7,89.3,92.1,39.2,39.1,39.3
8600000US54156,54156,ZCTA5 54156,(X),(X),(X),1.7,2.8,0.6,7.3,6.1,8.7,51.4,53.8,49.0,22.2,23.0,21.3,6.9,5.8,8.1,9.0,7.2,10.9,1.4,1.4,1.5,90.9,91.1,90.8,10.4,8.6,12.4
